
File: ../datasets/yacht_hydrodynamics.txtFinal results.
SEED: N_vars: 6 N_gens: 100 Pop_size: 500 XP: 0.9 MP: 0.05 TS: 20 MAX_D: 6 MIN_D: 1
ARITHMETIC MEAN OF ALL EXECUTIONS
GEN, BEST, WORST, AVG, %BETTER CHILDREN
40, 609.798730589, 1.1235084922e+16, 2.24701784917e+13, 20.9136238485
41, 608.75517334, 2.90048645079e+13, 58011758566.0, 21.0400146455
42, 606.237259656, 2.89023290741e+11, 588455324.646, 20.7157527703
43, 605.342336396, 1.4982961579e+16, 2.99659266589e+13, 21.978918937
44, 602.629137664, 1.68041095587e+12, 3365639284.33, 21.942606234
45, 601.344174068, 4.39406979494e+11, 883890468.547, 21.5763800651
46, 599.922283832, 1.01113741706e+15, 2.02227921751e+12, 21.7616947254
47, 598.798871814, 20161970430.6, 42891949.6101, 21.0217991402
48, 595.825461388, 1.87211075319e+17, 3.74422153316e+14, 20.3551041199
49, 595.036523439, 2.03905533953e+14, 407816804403.0, 20.967501017
50, 593.474628423, 2.29184312645e+16, 4.58368819846e+13, 20.5610984791
51, 591.303173832, 1.50271453933e+16, 3.00542936903e+13, 20.4765080389
52, 589.988773979, 2.17085731149e+12, 4356801267.53, 20.3909292493
53, 588.714926182, 74728220865.5, 162960006.718, 20.5286459492
54, 588.240631628, 2.22737871327e+15, 4.45476015246e+12, 20.6274754886
55, 584.43600915, 2.82902957492e+15, 5.65843548737e+12, 20.3648937534
56, 583.358789254, 2.50933912057e+11, 503645280.855, 20.3463882236
57, 579.629210516, 5.9028650895e+14, 1.18057864711e+12, 20.1611486045
58, 578.347751519, 4.94541728291e+13, 98914061759.2, 20.7436757332
59, 577.117049947, 2.29257524936e+11, 473537604.418, 20.124971959
60, 575.032734783, 1.63510677655e+11, 331456120.1, 21.7742506174
61, 573.795738099, 1.73229546594e+14, 346461785833.0, 20.4065274883
62, 571.526108443, 7.61319704877e+11, 1529541604.67, 21.8340054262
63, 570.964075755, 8.84738082389e+14, 1.76947942739e+12, 20.492054585
64, 570.116499178, 1.47369033542e+16, 2.94738086601e+13, 21.6016831924
65, 567.736992265, 1.37247340135e+13, 27450771506.4, 21.5923055685
66, 566.034585384, 7.85880696833e+14, 1.57176309362e+12, 22.0034141836
67, 564.175195428, 21039849266.3, 47531924.0781, 21.0699202475
68, 562.502020497, 1.05633467217e+13, 21138572490.4, 20.3539654924
69, 562.299732925, 6633829966.89, 14649828.2976, 21.1309408527
70, 562.037791166, 2.76306960408e+17, 5.52613973069e+14, 21.5035562099
71, 561.091930215, 1.41641551481e+17, 2.83283109181e+14, 21.0843676036
72, 560.788263484, 6.57330696599e+12, 13148467587.5, 22.0966634148
73, 560.238400281, 1.01809258724e+14, 203622613212.0, 21.6850413145
74, 559.903624381, 1.73883673478e+14, 347769599068.0, 20.6423369044
75, 559.231103095, 1.33036098441e+11, 284816922.178, 21.9280292142
76, 558.584919858, 5.33663767609e+14, 1.06733980757e+12, 21.8684185287
77, 558.087925314, 3.48088464241e+14, 696235098231.0, 21.5304356842
78, 556.704821949, 5.10347176167e+11, 1024580200.93, 20.8931050607
79, 555.40021334, 17386259517.2, 46327289.7241, 20.7674944477
80, 555.053339709, 4.84988738144e+11, 971548361.643, 21.9851601452
81, 553.968541558, 48198512466.4, 98436909.0504, 20.7203089205
82, 553.72261254, 2.16434663894e+15, 4.32869609209e+12, 21.5332294334
83, 553.164711866, 8638035221.97, 22163402.9293, 22.3208998405
84, 552.454539944, 4.67937617677e+12, 9361439350.74, 22.3325625327
85, 552.274815555, 1.72254518409e+12, 3451772123.05, 21.8154968101
86, 551.604192082, 23538060715.7, 49837265.9873, 21.8238889999
87, 551.528694344, 12619159014.7, 27140280.8861, 22.484505527
88, 551.293010582, 6.66185624583e+17, 1.33237126743e+15, 21.8767787126
89, 550.75566782, 1.36716467253e+11, 278293472.282, 21.5624048923
90, 550.396697938, 2.66236743694e+11, 534164473.538, 21.4862297961
91, 549.983869921, 1.39455676531e+17, 2.78911355461e+14, 21.2220289342
92, 549.475315074, 8.39022825172e+13, 167806997660.0, 22.1691646476
93, 549.429251141, 1.17292536521e+13, 23460852413.2, 21.2295293614
94, 549.38880737, 4.57765271726e+13, 91554998335.3, 21.7901578491
95, 549.376307918, 1.50167194604e+14, 300338896771.0, 21.0697980693
96, 549.29883082, 6.27317015101e+14, 1.25463748811e+12, 20.8801253787
97, 549.23266787, 70739153438.5, 144731965.943, 21.6138392217
98, 549.195460909, 16938349510.1, 35226616.251, 21.5368198446
99, 549.13397852, 5.30635099932e+15, 1.06127218375e+13, 20.9565231708
100, 549.084773914, 5.66471336659e+16, 1.13294269713e+14, 22.1448549591
