
File: ../datasets/yacht_hydrodynamics.txtFinal results.
SEED: N_vars: 6 N_gens: 100 Pop_size: 500 XP: 0.6 MP: 0.3 TS: 2 MAX_D: 5 MIN_D: 1
ARITHMETIC MEAN OF ALL EXECUTIONS
GEN, BEST, WORST, AVG, %BETTER CHILDREN
46, 980.609460834, 392751888.334, 978682.115036, 40.6999699357
47, 980.440971055, 182653316.801, 450727.573642, 40.5049164516
48, 970.938853443, 320403559.005, 697508.66501, 40.3004423291
49, 970.74818719, 3388538758.06, 6930167.30398, 39.9677660966
50, 959.647782891, 1838662869.12, 3782470.74782, 40.7122482178
51, 945.475552066, 106601045.881, 265136.276402, 40.4347480605
52, 928.598673519, 404329387.907, 852162.31133, 40.6285368222
53, 927.019199684, 601198799.172, 1272232.4226, 40.6752459794
54, 917.666451861, 117675321.918, 305246.959423, 41.0015372323
55, 893.717811697, 1640632851.8, 3358363.45965, 40.2015000314
56, 892.988825272, 2.44651349261e+14, 489302792532.0, 41.5257651134
57, 886.672325151, 534464439.08, 1147235.38551, 40.7417503208
58, 885.535265056, 98557564.21, 347770.816758, 41.6579358145
59, 885.001335651, 3.90165508902e+14, 780331160439.0, 40.9203170106
60, 881.33302955, 63401728.5932, 177888.832451, 41.2589767751
61, 843.700537622, 7.43399818515e+14, 1.48679982104e+12, 41.3475254183
62, 841.075269674, 249750413.255, 586199.696636, 40.5269249714
63, 833.319537524, 741418797.966, 1581472.63649, 40.839330673
64, 770.858054669, 2640968974.24, 5347663.65107, 40.3540655479
65, 764.379851908, 1142457987.29, 3318317.2932, 40.8555335366
66, 761.312962053, 267070720.984, 639619.91858, 39.9317969205
67, 753.994609944, 164996103.485, 415933.233482, 41.3374391194
68, 750.912447497, 88968116.4724, 236198.745613, 41.096598887
69, 746.846156979, 1.32405480626e+16, 2.64810962168e+13, 40.5956094758
70, 731.702213874, 216148777.517, 540885.390396, 41.2241697799
71, 707.867302809, 145606844.654, 336375.851076, 41.0351223901
72, 707.781059049, 3207384443.74, 6643127.49002, 41.7181532616
73, 696.625960671, 9.94281827455e+14, 1.9885637697e+12, 41.023694402
74, 690.289954445, 2.07143705848e+13, 41428960623.5, 40.7770391607
75, 688.073226709, 1.93036744855e+13, 38608445346.2, 41.4304250313
76, 688.026603172, 1009214884.03, 2570543.71141, 41.1963251992
77, 688.026603172, 4.12661854335e+15, 8.25323717503e+12, 40.5897313107
78, 687.173258107, 74927278.9458, 218124.745971, 40.5798356694
79, 673.39693286, 1967465146.28, 4009740.29892, 40.6145349442
80, 670.502248312, 2108367381.1, 4821033.42744, 41.1861319047
81, 664.696368966, 3525725591.27, 7163072.34069, 42.1658772466
82, 664.413938066, 1.08737280698e+15, 2.17474568931e+12, 40.57847508
83, 654.306026594, 173182108.693, 442854.06261, 40.6695217726
84, 642.573183275, 220270124.65, 501138.633139, 41.5128025943
85, 638.895322909, 2837493092.93, 5876896.8337, 41.4372383804
86, 638.830946391, 145651543.547, 383685.184991, 40.6601632336
87, 636.510835825, 3796726978.73, 7759141.771, 40.6090206013
88, 635.197944691, 342899046.922, 737928.379482, 40.5814807772
89, 635.045036929, 1.73783788331e+14, 347567709023.0, 41.3710655126
90, 634.420289143, 8633237796.08, 17476592.8054, 41.2866996168
91, 633.968970073, 886229227.611, 1999664.02828, 41.1309241692
92, 629.627228635, 2291474138.94, 4664569.38077, 40.5610330565
93, 629.607954534, 112379644.061, 260440.598791, 41.0495117084
94, 629.59844754, 176468758.769, 471346.271872, 40.4343954599
95, 627.402233687, 693075393.6, 1527995.38891, 40.1593532145
96, 627.402233687, 362121174.229, 812524.111749, 41.2436109145
97, 605.008562537, 3.02479718573e+12, 6049727645.96, 41.5329057838
98, 598.35285563, 7.82020566936e+17, 1.56404113394e+15, 41.0490747102
99, 597.495352993, 103072831.685, 269943.389011, 41.8831531392
100, 588.381768406, 8.76514527669e+13, 175303013098.0, 39.8553143849
